2013-04-15 14:30:40,1
2013-04-15 20:30:40,9
2013-04-15 02:03:32,1
2013-04-15 08:03:32,2
2013-04-14 08:00:19,1
2013-04-14 14:00:19,0
2013-04-14 23:14:12,1
2013-04-15 05:14:12,10
2013-04-13 06:43:38,1
2013-04-13 12:43:38,3
2013-04-13 04:00:15,1
2013-04-13 10:00:15,10
2013-04-13 21:45:17,1
2013-04-14 03:45:17,10
2013-04-12 13:17:00,1
2013-04-12 19:17:00,0
2013-04-12 16:26:53,1
2013-04-12 22:26:53,13
2013-04-12 02:27:34,1
2013-04-12 08:27:34,4
2013-04-12 02:21:57,1
2013-04-12 08:21:57,1
2013-04-12 00:29:34,1
2013-04-12 06:29:34,7
2013-04-10 15:49:08,1
2013-04-10 21:49:08,5
2013-04-10 04:19:58,1
2013-04-10 10:19:58,5
2013-04-10 07:02:18,1
2013-04-10 13:02:18,10
2013-04-09 09:29:15,1
2013-04-09 15:29:15,8
2013-04-09 10:21:56,1
2013-04-09 16:21:56,6
2013-04-08 05:02:14,1
2013-04-08 11:02:14,10
2013-04-08 08:34:09,1
2013-04-08 14:34:09,9
2013-04-08 21:04:21,1
2013-04-09 03:04:21,0
2013-04-07 10:30:36,1
2013-04-07 16:30:36,0
2013-04-07 13:19:48,1
2013-04-07 19:19:48,6
2013-04-06 14:28:45,1
2013-04-06 20:28:45,10
2013-04-06 13:42:14,1
2013-04-06 19:42:14,9
2013-04-06 20:13:17,1
2013-04-07 02:13:17,6
2013-04-05 15:19:21,1
2013-04-05 21:19:21,0
2013-04-05 11:45:10,1
2013-04-05 17:45:10,5
2013-04-06 01:52:19,1
2013-04-06 07:52:19,11
2013-04-05 11:30:41,1
2013-04-05 17:30:41,7
2013-04-04 16:53:58,1
2013-04-04 22:53:58,7
2013-04-04 19:08:40,1
2013-04-05 01:08:40,3
2013-04-04 19:25:25,1
2013-04-05 01:25:25,6
2013-04-03 12:03:30,1
2013-04-03 18:03:30,9
2013-04-03 21:30:33,1
2013-04-04 03:30:33,3
2013-04-03 03:32:56,1
2013-04-03 09:32:56,13
2013-04-02 06:36:38,1
2013-04-02 12:36:38,5
2013-04-02 21:18:15,1
2013-04-03 03:18:15,11
2013-04-01 20:36:01,1
2013-04-02 02:36:01,0
2013-04-01 20:00:38,1
2013-04-02 02:00:38,4
2013-04-02 00:58:24,1
2013-04-02 06:58:24,4
2013-04-01 14:46:59,1
2013-04-01 20:46:59,8
2013-03-31 11:12:28,1
2013-03-31 17:12:28,9
2013-04-01 02:05:18,1
2013-04-01 08:05:18,3
2013-03-31 11:04:21,1
2013-03-31 17:04:21,12
2013-03-30 19:25:08,1
2013-03-31 01:25:08,8
2013-03-29 12:51:37,1
2013-03-29 18:51:37,0
2013-03-29 17:02:05,1
2013-03-29 23:02:05,3
2013-03-29 18:43:15,1
2013-03-30 00:43:15,8
2013-03-30 00:48:19,1
2013-03-30 06:48:19,12
2013-03-29 00:13:50,1
2013-03-29 06:13:50,9
2013-03-27 06:24:44,1
2013-03-27 12:24:44,9
2013-03-27 09:04:06,1
2013-03-27 15:04:06,0
2013-03-25 08:26:24,1
2013-03-25 14:26:24,9
2013-03-25 14:14:33,1
2013-03-25 20:14:33,13
2013-03-25 23:48:46,1
2013-03-26 05:48:46,5
2013-03-24 19:08:45,1
2013-03-25 01:08:45,4
2013-03-24 11:22:10,1
2013-03-24 17:22:10,4
2013-03-24 05:49:06,1
2013-03-24 11:49:06,3
2013-03-24 01:54:53,1
2013-03-24 07:54:53,8
2013-03-23 08:39:11,1
2013-03-23 14:39:11,4
2013-03-23 15:11:27,1
2013-03-23 21:11:27,7
2013-03-22 06:52:20,1
2013-03-22 12:52:20,4
2013-03-22 10:27:08,1
2013-03-22 16:27:08,7
2013-03-23 02:16:50,1
2013-03-23 08:16:50,0
2013-03-21 08:29:51,1
2013-03-21 14:29:51,9
2013-03-21 20:23:08,1
2013-03-22 02:23:08,5
2013-03-21 00:43:39,1
2013-03-21 06:43:39,12
2013-03-20 07:23:49,1
2013-03-20 13:23:49,4
2013-03-19 23:05:33,1
2013-03-20 05:05:33,7
2013-03-19 09:21:11,1
2013-03-19 15:21:11,12
2013-03-17 03:28:28,1
2013-03-17 09:28:28,12
2013-03-17 11:22:50,1
2013-03-17 17:22:50,1
2013-04-15 14:02:20,2
2013-04-15 20:02:20,9
2013-04-15 22:53:06,2
2013-04-16 04:53:06,3
2013-04-15 15:39:57,2
2013-04-15 21:39:57,9
2013-04-16 00:03:45,2
2013-04-16 06:03:45,11
2013-04-16 01:14:34,2
2013-04-16 07:14:34,8
2013-04-15 12:33:38,2
2013-04-15 18:33:38,1
2013-04-15 21:06:04,2
2013-04-16 03:06:04,1
2013-04-15 10:55:56,2
2013-04-15 16:55:56,0
2013-04-16 01:39:56,2
2013-04-16 07:39:56,2
2013-04-15 05:43:28,2
2013-04-15 11:43:28,4
2013-04-15 03:45:46,2
2013-04-15 09:45:46,4
2013-04-15 16:09:10,2
2013-04-15 22:09:10,13
2013-04-15 05:47:05,2
2013-04-15 11:47:05,12
2013-04-14 15:04:29,2
2013-04-14 21:04:29,6
2013-04-14 05:52:31,2
2013-04-14 11:52:31,0
2013-04-14 13:37:05,2
2013-04-14 19:37:05,13
2013-04-14 05:36:42,2
2013-04-14 11:36:42,11
2013-04-14 09:35:41,2
2013-04-14 15:35:41,9
2013-04-14 08:35:54,2
2013-04-14 14:35:54,7
2013-04-15 02:14:51,2
2013-04-15 08:14:51,11
2013-04-15 01:50:07,2
2013-04-15 07:50:07,9
2013-04-14 15:52:10,2
2013-04-14 21:52:10,1
2013-04-14 06:35:52,2
2013-04-14 12:35:52,9
2013-04-13 23:17:37,2
2013-04-14 05:17:37,2
2013-04-14 01:35:57,2
2013-04-14 07:35:57,2
2013-04-13 21:31:09,2
2013-04-14 03:31:09,13
2013-04-13 11:07:02,2
2013-04-13 17:07:02,11
2013-04-13 08:02:12,2
2013-04-13 14:02:12,1
2013-04-13 09:29:46,2
2013-04-13 15:29:46,1
2013-04-13 04:43:03,2
2013-04-13 10:43:03,9
2013-04-13 09:20:37,2
2013-04-13 15:20:37,4
2013-04-13 03:34:13,2
2013-04-13 09:34:13,10
