2013-04-15 06:27:33,1
2013-04-15 12:27:33,12
2013-04-15 08:15:58,1
2013-04-15 14:15:58,16
2013-04-15 20:13:21,1
2013-04-16 02:13:21,8
2013-04-15 09:48:09,1
2013-04-15 15:48:09,18
2013-04-15 21:37:37,1
2013-04-16 03:37:37,8
2013-04-15 20:29:19,1
2013-04-16 02:29:19,20
2013-04-15 08:31:32,1
2013-04-15 14:31:32,5
2013-04-15 09:34:01,1
2013-04-15 15:34:01,20
2013-04-15 14:31:32,1
2013-04-15 20:31:32,20
2013-04-15 11:54:50,1
2013-04-15 17:54:50,6
2013-04-15 23:34:11,1
2013-04-16 05:34:11,15
2013-04-15 13:39:32,1
2013-04-15 19:39:32,10
2013-04-15 04:01:18,1
2013-04-15 10:01:18,13
2013-04-15 10:56:22,1
2013-04-15 16:56:22,1
2013-04-15 12:09:25,1
2013-04-15 18:09:25,2
2013-04-15 10:27:04,1
2013-04-15 16:27:04,14
2013-04-15 09:25:35,1
2013-04-15 15:25:35,8
2013-04-16 01:02:43,1
2013-04-16 07:02:43,1
2013-04-14 06:46:07,1
2013-04-14 12:46:07,14
2013-04-14 06:46:45,1
2013-04-14 12:46:45,2
2013-04-14 23:13:47,1
2013-04-15 05:13:47,5
2013-04-14 18:08:37,1
2013-04-15 00:08:37,8
2013-04-14 16:23:55,1
2013-04-14 22:23:55,1
2013-04-14 13:36:12,1
2013-04-14 19:36:12,1
2013-04-14 14:12:45,1
2013-04-14 20:12:45,15
2013-04-14 13:03:19,1
2013-04-14 19:03:19,17
2013-04-14 14:24:23,1
2013-04-14 20:24:23,19
2013-04-14 14:02:36,1
2013-04-14 20:02:36,10
2013-04-14 23:34:52,1
2013-04-15 05:34:52,12
2013-04-14 15:55:50,1
2013-04-14 21:55:50,18
2013-04-14 18:04:07,1
2013-04-15 00:04:07,0
2013-04-13 14:05:56,1
2013-04-13 20:05:56,4
2013-04-13 09:57:26,1
2013-04-13 15:57:26,7
2013-04-13 23:43:55,1
2013-04-14 05:43:55,7
2013-04-13 06:07:01,1
2013-04-13 12:07:01,19
2013-04-13 08:44:03,1
2013-04-13 14:44:03,10
2013-04-13 09:55:56,1
2013-04-13 15:55:56,2
2013-04-13 18:48:49,1
2013-04-14 00:48:49,12
2013-04-13 07:16:54,1
2013-04-13 13:16:54,5
2013-04-13 06:44:45,1
2013-04-13 12:44:45,16
2013-04-13 09:43:44,1
2013-04-13 15:43:44,1
2013-04-14 01:22:03,1
2013-04-14 07:22:03,14
2013-04-12 13:23:28,1
2013-04-12 19:23:28,5
2013-04-12 13:37:43,1
2013-04-12 19:37:43,11
2013-04-12 17:42:29,1
2013-04-12 23:42:29,19
2013-04-12 16:25:58,1
2013-04-12 22:25:58,6
2013-04-12 03:19:15,1
2013-04-12 09:19:15,0
2013-04-12 08:35:07,1
2013-04-12 14:35:07,15
2013-04-12 15:47:31,1
2013-04-12 21:47:31,8
2013-04-12 23:50:15,1
2013-04-13 05:50:15,5
2013-04-12 18:40:02,1
2013-04-13 00:40:02,16
2013-04-11 16:35:55,1
2013-04-11 22:35:55,2
2013-04-11 04:27:33,1
2013-04-11 10:27:33,3
2013-04-11 20:07:48,1
2013-04-12 02:07:48,3
2013-04-11 05:43:58,1
2013-04-11 11:43:58,18
2013-04-11 06:46:01,1
2013-04-11 12:46:01,13
2013-04-11 14:01:10,1
2013-04-11 20:01:10,14
2013-04-11 07:01:48,1
2013-04-11 13:01:48,9
2013-04-11 22:43:45,1
2013-04-12 04:43:45,10
2013-04-11 12:41:37,1
2013-04-11 18:41:37,18
2013-04-11 04:50:06,1
2013-04-11 10:50:06,19
2013-04-11 22:55:54,1
2013-04-12 04:55:54,16
2013-04-11 18:35:53,1
2013-04-12 00:35:53,16
